"plot_ID","LT_RMS_DBH","LT_FSI_DBH_RMS","LT_sd_DBH_cm","LT_FSI_DBH_SD","LT_sd_H_m","LT_FSI_H_SD","LT_n_SP","LT_FSI_n_SP","inv","LT_n_bark_TY","LT_FSI_bark_TY","LT_Vm340_plot","LT_FSI_V40","LT_n_fruit_TY","LT_FSI_fruit_TY","DW_n_dec","DW_FSI_n_dec","DW_LY_mean_D_cm","DW_FSI_LY_mean_D_cm","DW_ST_mean_D_cm","DW_FSI_ST_mean_D_cm","RG_n_SP","RG_FSI_n_SP","FSI_sum","FSI_total"
140053,35.1728265625331,0.704149036228816,11.9652321306196,0.65867244093601,8.51889532216957,0.857150005971339,4,0.444444444444444,"BZE3",7,0.7,18.4420389619736,0.301194944779975,3,0.6,3,0.5,38,0.781269641734758,41,0.836734693877551,7,1,6.38361520797289,0.580328655270263
140054,25.0574333328748,0.501642013340679,7.24947026041137,0.399075105254218,4.23757146342111,0.426373874523714,3,0.333333333333333,"BZE3",5,0.5,3.33733577841012,0.0545052891148918,3,0.6,4,0.75,18.1,0.230923947203017,14.5,0.295918367346939,3,0.428571428571429,4.09177193011679,0.371979266374254
140055,39.2961820172085,0.786697328566837,11.2738684477586,0.620613655315026,4.23619951005434,0.426235831996831,2,0.222222222222222,"BZE3",3,0.3,7.1352885488285,0.116533364064837,2,0.4,4,0.75,35.5882352941176,0.714570932081192,0,0,6,0.857142857142857,4.33687333424695,0.394261212204268
140056,28.2634055293458,0.565824578489599,8.32308362662583,0.458176301856694,5.28156561637638,0.531417963058394,6,0.666666666666667,"BZE3",8,0.8,9.21415236603325,0.150485318830747,4,0.8,3,0.5,9.75,0,13.6666666666667,0.27891156462585,7,1,4.75148239352795,0.431952944866177
140057,37.2622944219324,0.745979532188852,11.5545554398497,0.636065155478279,3.99836402495005,0.402305418513899,2,0.222222222222222,"BZE3",4,0.4,24.4363887135728,0.399094523354097,2,0.4,5,1,16.5652173913043,0.18847867078403,20,0.408163265306122,4,0.571428571428571,4.8023087878475,0.436573526167955
140058,23.5775316774254,0.472014842986729,5.75946426079966,0.317051967043466,3.13023439169318,0.314956379443829,2,0.222222222222222,"BZE3",3,0.3,0,0,1,0.2,4,0.75,33.0294117647059,0.643805227936555,0,0,3,0.428571428571429,3.2200506396328,0.292731876330255
140059,25.3150182004158,0.506798782186185,9.8365149775793,0.541488979056713,6.82645142873527,0.686860521419495,9,1,"BZE3",8,0.8,3.30182498285652,0.0539253276405715,4,0.8,5,1,16.8378378378378,0.196018142592624,27,0.551020408163265,5,0.714285714285714,6.13611216105885,0.557828378278078
140060,21.603289948798,0.432491138287471,8.60363469455125,0.473620319548983,3.99029202683752,0.40149323419085,8,0.888888888888889,"BZE3",10,1,7.72132417512982,0.126104484073145,4,0.8,5,1,21.6666666666667,0.329562120259795,17.8333333333333,0.363945578231292,6,0.857142857142857,5.81610576348043,0.52873688758913
140061,31.8245671914494,0.637117926147258,7.90429193166528,0.435122294633759,2.43617954634012,0.245122311487785,3,0.333333333333333,"BZE3",5,0.5,2.73671439490619,0.0446959548644246,3,0.6,4,0.75,17,0.200502828409805,27.3333333333333,0.557823129251701,5,0.714285714285714,4.30371777812807,0.391247070738915
140062,28.3106248785705,0.566769895158671,3.71867913159871,0.204709063219912,3.91591868834672,0.394009974317285,1,0.111111111111111,"BZE3",2,0.2,0,0,1,0.2,4,0.75,18.4102564102564,0.239504262760077,0,0,5,0.714285714285714,2.66610430656705,0.242373118778823
140063,33.2248632287247,0.66515141681169,12.8301697151185,0.706286272729651,7.88715733798004,0.793586105202281,3,0.333333333333333,"BZE3",4,0.4,10.5206454243177,0.171822932603107,3,0.6,1,0,10,0.00691389063482087,0,0,6,0.857142857142857,3.67709395131488,0.334281268301353
140064,17.9200704449722,0.358754230642956,3.41416839333912,0.187946092884602,2.86130302983946,0.287897176378039,1,0.111111111111111,"BZE3",2,0.2,0,0,1,0.2,3,0.5,13.04,0.0909868007542426,12.5,0.255102040816327,4,0.571428571428571,2.19179745258728,0.199254313871571
140067,24.2261429038962,0.484999837786467,5.41244357518353,0.297948872380962,2.50152251442752,0.251696958008038,1,0.111111111111111,"BZE3",1,0.1,0,0,1,0.2,4,0.75,23.9655172413793,0.393138126097228,0,0,6,0.857142857142857,2.58889490538381,0.235354082307619
140068,35.8715764917016,0.718137792245174,16.4652919897229,0.906395625860149,7.2750888456906,0.732001299663533,4,0.444444444444444,"BZE3",5,0.5,12.0902855359635,0.197458257836201,2,0.4,4,0.75,30.75,0.580766813324953,27,0.551020408163265,5,0.714285714285714,5.78022464153772,0.52547496741252
140187,33.0941941954009,0.662535463450184,14.5815725109634,0.802699007727846,7.81525181421176,0.78635115069275,2,0.222222222222222,"BZE3",2,0.2,2.02915142976615,0.0331400532283236,2,0.4,3,0.5,45.9090909090909,1,47.8,0.975510204081633,4,0.571428571428571,5.58245810140296,0.507496191036633
140252,44.213785073559,0.885146210590258,6.54119967276912,0.360085613724701,1.45165048933173,0.146061452634694,1,0.111111111111111,"BZE3",2,0.2,39.4854490499665,0.644875421353325,1,0.2,4,0.75,29.9090909090909,0.557510999371465,0,0,5,0.714285714285714,3.85479080878555,0.350435528071414
140254,17.3151880335419,0.346644673104748,5.23060330941312,0.287938772250188,3.15862475349674,0.31781294685887,7,0.777777777777778,"BZE3",8,0.8,0,0,5,1,4,0.75,18.8620689655172,0.251999393138126,0,0,4,0.571428571428571,4.53217356312971,0.412015778466337
140315,40.0085810763038,0.800959335914483,18.1656790036886,1,9.86833756963038,0.992927520158992,3,0.333333333333333,"BZE3",5,0.5,42.468092204107,0.693587878905448,4,0.8,3,0.5,25.6363636363636,0.439346323067253,49,1,1,0.142857142857143,7.06015439137951,0.641832217398137
140316,24.9626079451694,0.499743638604031,6.5079205334468,0.358253634897179,3.7597806798809,0.378299757226045,3,0.333333333333333,"BZE3",4,0.4,0,0,2,0.4,3,0.5,15.7272727272727,0.165304839723444,22,0.448979591836735,3,0.428571428571429,3.48391479562077,0.316719526874615
140046,0,0,0,0,0,0,0,0,"BZE3",0,0,0,0,0,0,3,0.5,25.5333333333333,0.436496962078358,0,0,3,0.428571428571429,0.936496962078358,0.0851360874616689
